 Experimental ID,Genome assembly,Track type class,Track type,Cell type class,Cell type,Cell type description,"Processing logs of ChIP, ATAC, DNase-seq (# of reads, % mapped, % duplicates, # of peaks [Q < 1E-05])",Title,"Processing logs of Bisulfite-seq (# of reads, % mapped, � coverage, # of hyper MR)",Meta data submitted by authors,,,,
SRX1514965,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16092652,96.7,8.3,755",GSM2026788: ChIP-seq of GFP-tagged ZNF41 in HEK293 cells [ZNF41 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P51814,cell line=HEK293,,,
SRX1514966,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"10839843,83.8,1.6,633",GSM2026789: ChIP-seq of GFP-tagged ZNF136 in HEK293 cells [ZNF136 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P52737,cell line=HEK293,,,
SRX1514967,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18458039,94.7,5.3,2068",GSM2026790: ChIP-seq of GFP-tagged ZNF140 in HEK293 cells [ZNF140 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P52738,cell line=HEK293,,,
SRX1514968,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19403982,98.1,5.9,2141",GSM2026791: ChIP-seq of GFP-tagged ZNF134 in HEK293 cells [ZNF134 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P52741,cell line=HEK293,,,
SRX1514969,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"17947769,98.7,3.1,18471",GSM2026792: ChIP-seq of GFP-tagged MAZ in HEK293 cells [MAZ rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P56270,cell line=HEK293,,,
SRX1514970,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22351286,98.0,3.9,10920",GSM2026793: ChIP-seq of GFP-tagged ZNF121 in HEK293 cells [ZNF121 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P58317,cell line=HEK293,,,
SRX1514971,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24391777,98.4,3.0,3338",GSM2026794: ChIP-seq of GFP-tagged ZNF121 in HEK293 cells [ZNF121 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P58317,cell line=HEK293,,,
SRX1514972,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18083131,95.2,16.9,4390",GSM2026795: ChIP-seq of GFP-tagged ZNF280A in HEK293 cells [ZNF280A rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=P59817,cell line=HEK293,,,
SRX1514973,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16799368,98.7,10.4,25015",GSM2026796: ChIP-seq of GFP-tagged SP2 in HEK293 cells [SP2 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q02086,cell line=HEK293,,,
SRX1514974,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"17734902,98.6,2.5,2220",GSM2026797: ChIP-seq of GFP-tagged SP4 in HEK293 cells [SP4 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q02446,cell line=HEK293,,,
SRX1514975,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25329009,98.4,5.5,15231",GSM2026798: ChIP-seq of GFP-tagged SP4 in HEK293 cells [SP4 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q02446,cell line=HEK293,,,
SRX1514976,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20042500,98.4,3.2,13543",GSM2026799: ChIP-seq of GFP-tagged SP4 in HEK293 cells [SP4 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q02446,cell line=HEK293,,,
SRX1514977,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22030795,98.3,3.0,1152",GSM2026800: ChIP-seq of GFP-tagged ZNF85 in HEK293 cells [ZNF85 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q03923,cell line=HEK293,,,
SRX1514978,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"12329366,98.2,30.8,375",GSM2026801: ChIP-seq of GFP-tagged ZNF33A in HEK293 cells [ZNF33A rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q06730,cell line=HEK293,,,
SRX1514979,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"26241803,98.8,9.5,81359",GSM2026802: ChIP-seq of GFP-tagged EGR3 in HEK293 cells [EGR3 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q06889,cell line=HEK293,,,
SRX1514980,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"26155269,97.3,8.1,1447",GSM2026803: ChIP-seq of GFP-tagged ZNF816 in HEK293 cells [ZNF816 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q0VGE8,cell line=HEK293,,,
SRX1514981,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24508245,98.7,7.8,9622",GSM2026804: ChIP-seq of GFP-tagged KLF1 in HEK293 cells [KLF1 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q13351,cell line=HEK293,,,
SRX1514982,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22043886,98.5,5.2,22821",GSM2026805: ChIP-seq of GFP-tagged ZNF146 in HEK293 cells [ZNF146 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q15072,cell line=HEK293,,,
SRX1514983,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18018548,98.3,2.4,3459",GSM2026806: ChIP-seq of GFP-tagged ZBTB6 in HEK293 cells [ZBTB6 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q15916,cell line=HEK293,,,
SRX1514984,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"23145726,98.3,4.0,4167",GSM2026807: ChIP-seq of GFP-tagged ZBTB6 in HEK293 cells [ZBTB6 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q15916,cell line=HEK293,,,
SRX1514985,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16154281,96.6,6.7,5115",GSM2026808: ChIP-seq of GFP-tagged ZBTB6 in HEK293 cells [ZBTB6 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q15916,cell line=HEK293,,,
SRX1514986,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16647050,84.4,1.9,1035",GSM2026809: ChIP-seq of GFP-tagged ZNF528 in HEK293 cells [ZNF528 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q3MIS6,cell line=HEK293,,,
SRX1514987,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"14098774,98.4,9.3,697",GSM2026810: ChIP-seq of GFP-tagged ZNF528 in HEK293 cells [ZNF528 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q3MIS6,cell line=HEK293,,,
SRX1514988,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"87990914,98.7,3.5,5662",GSM2026811: ChIP-seq of GFP-tagged ZNF528 in HEK293 cells [ZNF528 rep4]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q3MIS6,cell line=HEK293,,,
SRX1514989,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"26100498,98.5,4.0,2376",GSM2026812: ChIP-seq of GFP-tagged ZNF260 in HEK293 cells [ZNF260 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q3ZCT1,cell line=HEK293,,,
SRX1514990,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25146360,98.2,22.8,538",GSM2026813: ChIP-seq of GFP-tagged ZNF394 in HEK293 cells [ZNF394 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q53GI3,cell line=HEK293,,,
SRX1514991,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"5041959,98.0,2.7,215",GSM2026814: ChIP-seq of GFP-tagged ZNF667 in HEK293 cells [ZNF667 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q5HYK9,cell line=HEK293,,,
SRX1514992,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22746876,97.3,4.8,25340",GSM2026815: ChIP-seq of GFP-tagged ZNF770 in HEK293 cells [ZNF770 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6IQ21,cell line=HEK293,,,
SRX1514993,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19408871,97.2,3.1,622",GSM2026816: ChIP-seq of GFP-tagged ZNF774 in HEK293 cells [ZNF774 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6NX45,cell line=HEK293,,,
SRX1514994,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25645451,98.0,9.8,2721",GSM2026817: ChIP-seq of GFP-tagged ZNF549 in HEK293 cells [ZNF549 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6P9A3,cell line=HEK293,,,
SRX1514995,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"28291319,98.3,63.8,1424",GSM2026818: ChIP-seq of GFP-tagged ZNF449 in HEK293 cells [ZNF449 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6P9G9,cell line=HEK293,,,
SRX1514996,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18937363,98.7,20.1,1081",GSM2026819: ChIP-seq of GFP-tagged ZNF322 in HEK293 cells [ZNF322 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6U7Q0,cell line=HEK293,,,
SRX1514997,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21540275,98.0,15.2,6393",GSM2026820: ChIP-seq of GFP-tagged ZNF574 in HEK293 cells [ZNF574 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q6ZN55,cell line=HEK293,,,
SRX1514998,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24587315,98.0,5.5,14946",GSM2026821: ChIP-seq of GFP-tagged ZNF467 in HEK293 cells [ZNF467 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q7Z7K2,cell line=HEK293,,,
SRX1514999,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24760859,98.1,8.3,10273",GSM2026822: ChIP-seq of GFP-tagged ZNF554 in HEK293 cells [ZNF554 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q86TJ5,cell line=HEK293,,,
SRX1515000,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"27145307,98.0,4.0,1242",GSM2026823: ChIP-seq of GFP-tagged ZNF329 in HEK293 cells [ZNF329 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q86UD4,cell line=HEK293,,,
SRX1515001,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25093604,98.0,8.9,1055",GSM2026824: ChIP-seq of GFP-tagged ZNF547 in HEK293 cells [ZNF547 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8IVP9,cell line=HEK293,,,
SRX1515002,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18551374,89.9,17.2,680",GSM2026825: ChIP-seq of GFP-tagged ZSCAN29 in HEK293 cells [ZSCAN29 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8IWY8,cell line=HEK293,,,
SRX1515003,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"15938135,97.5,17.2,577",GSM2026826: ChIP-seq of GFP-tagged ZNF595 in HEK293 cells [ZNF595 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8IYB9,cell line=HEK293,,,
SRX1515004,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22511955,98.5,3.7,649",GSM2026827: ChIP-seq of GFP-tagged ZNF34 in HEK293 cells [ZNF34 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8IZ26,cell line=HEK293,,,
SRX1515005,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"23151303,98.3,3.0,794",GSM2026828: ChIP-seq of GFP-tagged ZFP82 in HEK293 cells [ZFP82 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8N141,cell line=HEK293,,,
SRX1515006,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"17010337,98.4,8.8,11450",GSM2026829: ChIP-seq of GFP-tagged OSR2 in HEK293 cells [OSR2 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8N2R0,cell line=HEK293,,,
SRX1515007,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"17534460,98.9,2.5,775",GSM2026830: ChIP-seq of GFP-tagged ZNF513 in HEK293 cells [ZNF513 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8N8E2,cell line=HEK293,,,
SRX1515008,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21022073,97.9,9.0,666",GSM2026831: ChIP-seq of GFP-tagged ZNF454 in HEK293 cells [ZNF454 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8N9F8,cell line=HEK293,,,
SRX1515009,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"26876224,97.9,11.8,57600",GSM2026832: ChIP-seq of GFP-tagged GLIS1 in HEK293 cells [GLIS1 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NBF1,cell line=HEK293,,,
SRX1515010,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21475253,98.8,6.1,584",GSM2026833: ChIP-seq of GFP-tagged ZNF784 in HEK293 cells [ZNF784 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NCA9,cell line=HEK293,,,
SRX1515011,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"29395675,98.6,9.6,3785",GSM2026834: ChIP-seq of GFP-tagged ZNF680 in HEK293 cells [ZNF680 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NEM1,cell line=HEK293,,,
SRX1515012,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20717560,98.2,3.2,2985",GSM2026835: ChIP-seq of GFP-tagged ZNF680 in HEK293 cells [ZNF680 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NEM1,cell line=HEK293,,,
SRX1515013,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19552956,97.8,3.0,1627",GSM2026836: ChIP-seq of GFP-tagged ZFP28 in HEK293 cells [ZFP28 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NHY6,cell line=HEK293,,,
SRX1515014,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18687398,97.8,2.7,1827",GSM2026837: ChIP-seq of GFP-tagged ZFP28 in HEK293 cells [ZFP28 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8NHY6,cell line=HEK293,,,
SRX1515015,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22646174,97.5,9.2,2281",GSM2026838: ChIP-seq of GFP-tagged ZNF563 in HEK293 cells [ZNF563 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TA94,cell line=HEK293,,,
SRX1515016,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20475154,97.3,3.3,643",GSM2026839: ChIP-seq of GFP-tagged ZNF502 in HEK293 cells [ZNF502 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TBZ5,cell line=HEK293,,,
SRX1515017,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20608014,98.0,3.6,709",GSM2026840: ChIP-seq of GFP-tagged ZNF502 in HEK293 cells [ZNF502 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TBZ5,cell line=HEK293,,,
SRX1515018,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24306433,98.9,8.2,693",GSM2026841: ChIP-seq of GFP-tagged ZNF596 in HEK293 cells [ZNF596 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TC21,cell line=HEK293,,,
SRX1515019,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"30023606,98.9,14.5,896",GSM2026842: ChIP-seq of GFP-tagged ZNF418 in HEK293 cells [ZNF418 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TF45,cell line=HEK293,,,
SRX1515020,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22651862,98.1,9.5,67441",GSM2026843: ChIP-seq of GFP-tagged ZNF384 in HEK293 cells [ZNF384 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q8TF68,cell line=HEK293,,,
SRX1515021,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25293495,98.8,4.0,783",GSM2026844: ChIP-seq of GFP-tagged GTF3A in HEK293 cells [GTF3A rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q92664,cell line=HEK293,,,
SRX1515022,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21688289,98.5,3.8,736",GSM2026845: ChIP-seq of GFP-tagged ZNF669 in HEK293 cells [ZNF669 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96BR6,cell line=HEK293,,,
SRX1515023,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19566378,96.4,2.5,705",GSM2026846: ChIP-seq of GFP-tagged ZNF419 in HEK293 cells [ZNF419 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96HQ0,cell line=HEK293,,,
SRX1515024,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18399819,98.5,2.2,788",GSM2026847: ChIP-seq of GFP-tagged ZSCAN31 in HEK293 cells [ZSCAN31 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96LW9,cell line=HEK293,,,
SRX1515025,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22230786,98.5,3.5,653",GSM2026848: ChIP-seq of GFP-tagged ZFP42 in HEK293 cells [ZFP42 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96MM3,cell line=HEK293,,,
SRX1515026,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25287106,98.6,6.2,763",GSM2026849: ChIP-seq of GFP-tagged ZFP42 in HEK293 cells [ZFP42 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96MM3,cell line=HEK293,,,
SRX1515027,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"26327001,98.0,4.3,2338",GSM2026850: ChIP-seq of GFP-tagged ZNF778 in HEK293 cells [ZNF778 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96MU6,cell line=HEK293,,,
SRX1515028,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"23020825,98.5,7.0,684",GSM2026851: ChIP-seq of GFP-tagged ZNF582 in HEK293 cells [ZNF582 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96NG8,cell line=HEK293,,,
SRX1515029,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22990672,97.9,2.2,721",GSM2026852: ChIP-seq of GFP-tagged ZNF582 in HEK293 cells [ZNF582 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96NG8,cell line=HEK293,,,
SRX1515030,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20113015,98.4,2.7,10439",GSM2026853: ChIP-seq of GFP-tagged ZIM3 in HEK293 cells [ZIM3 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96PE6,cell line=HEK293,,,
SRX1515031,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20839972,97.9,2.6,6238",GSM2026854: ChIP-seq of GFP-tagged ZNF317 in HEK293 cells [ZNF317 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96PQ6,cell line=HEK293,,,
SRX1515032,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"15871695,92.3,11.2,16342",GSM2026855: ChIP-seq of GFP-tagged ZNF317 in HEK293 cells [ZNF317 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96PQ6,cell line=HEK293,,,
SRX1515033,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"14078178,98.6,22.3,3731",GSM2026856: ChIP-seq of GFP-tagged ZNF382 in HEK293 cells [ZNF382 rep1]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96SR6,cell line=HEK293,,,
SRX1515034,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24919091,97.7,5.4,9661",GSM2026857: ChIP-seq of GFP-tagged ZNF382 in HEK293 cells [ZNF382 rep2]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96SR6,cell line=HEK293,,,
SRX1515035,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18445663,97.3,24.5,4645",GSM2026858: ChIP-seq of GFP-tagged ZNF382 in HEK293 cells [ZNF382 rep3]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96SR6,cell line=HEK293,,,
SRX1515036,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"86897080,98.8,3.3,28628",GSM2026859: ChIP-seq of GFP-tagged ZNF382 in HEK293 cells [ZNF382 rep4]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96SR6,cell line=HEK293,,,
SRX1515037,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"14748424,94.9,12.4,20665",GSM2026860: ChIP-seq of GFP-tagged ZNF382 in HEK293 cells [ZNF382 rep5]; Homo sapiens; ChIP-Seq,source_name=HEK293 cells expressing GFP-tagged protein,uniprotkb id=Q96SR6,cell line=HEK293,,,
